Card ID,Card Name,Expansion,Collection No.,Stage/Type,Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,hp_int,retreat_int,moves_json,move_count
309,Hop’s Wooloo,JTG,135,Basic Pokemon,,Trainer's Pokemon（Hop）,,70,{C},{F},,1,70,1,"[{""card_id"": ""309"", ""move_name"": ""Smash Kick"", ""cost"": ""●●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",1
310,Hop’s Dubwool,JTG,136,Stage 1 Pokemon,,Trainer's Pokemon（Hop）,Hop’s Wooloo,120,{C},{F},,2,120,2,"[{""card_id"": ""310"", ""move_name"": ""[Ability] Defiant Horn"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may switch in 1 of your opponent’s Benched Pokemon to the Active Spot.""}, {""card_id"": ""310"", ""move_name"": ""Headbutt"", ""cost"": ""●●●"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": """"}]",2
311,Hop’s Cramorant,JTG,138,Basic Pokemon,,Trainer's Pokemon（Hop）,,110,{C},{L},{F},1,110,1,"[{""card_id"": ""311"", ""move_name"": ""Fickle Spitting"", ""cost"": ""●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""If your opponent doesn’t have exactly 3 or 4 Prize cards remaining, this attack does nothing.""}]",1
312,Sandy Shocks,TEF,98,Basic Pokemon,,Ancient,,120,{F},{G},,2,120,2,"[{""card_id"": ""312"", ""move_name"": ""Magnetic Burst"", ""cost"": ""{F}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""If you have 3 or more Energy in play, this attack does 70 more damage. This attack’s damage isn’t affected by Weakness.""}, {""card_id"": ""312"", ""move_name"": ""Power Gem"", ""cost"": ""{F}●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",2
313,Miraidon ex,TEF,122,Basic Pokemon,Pokemon ex,Future,,220,竜,,,1,220,1,"[{""card_id"": ""313"", ""move_name"": ""Repulsion Bolt"", ""cost"": ""{L}{P}"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""If your opponent’s Active Pokemon already has any damage counters on it, this attack does 100 more damage.""}, {""card_id"": ""313"", ""move_name"": ""Cyber Drive"", ""cost"": ""{L}{P}●"", ""damage"": ""220"", ""damage_int"": 220, ""effect"": ""During your next turn, this Pokemon can’t use Cyber Drive.""}]",2
314,Marill,SCR,33,Basic Pokemon,,,,70,{W},{L},,1,70,1,"[{""card_id"": ""314"", ""move_name"": ""Rollout"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",1
315,Azumarill,SSP,74,Stage 1 Pokemon,,,Marill,120,{P},{M},,2,120,2,"[{""card_id"": ""315"", ""move_name"": ""[Ability] Glistening Bubbles"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If you have any Tera Pokemon in play, this Pokemon can use the Double-Edge attack for {P}.""}, {""card_id"": ""315"", ""move_name"": ""Double-Edge"", ""cost"": ""{P}{P}{P}{P}"", ""damage"": ""230"", ""damage_int"": 230, ""effect"": ""This Pokemon also does 50 damage to itself.""}]",2
316,Sylveon ex,SSP,86,Stage 1 Pokemon,Pokemon ex,Tera(Stellar),Eevee,270,{P},{M},,2,270,2,"[{""card_id"": ""316"", ""move_name"": ""[Tera]"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent’s).""}, {""card_id"": ""316"", ""move_name"": ""Magical Charm"", ""cost"": ""{P}●●"", ""damage"": ""160"", ""damage_int"": 160, ""effect"": ""During your opponent’s next turn, attacks used by the Defending Pokemon do 100 less damage (before applying Weakness and Resistance).""}, {""card_id"": ""316"", ""move_name"": ""Angelite"", ""cost"": ""{W}{L}{P}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Choose 2 of your opponent’s Benched Pokemon. Shuffle those Pokemon and all attached cards into your opponent’s deck. If 1 of your Pokemon used Angelite during your last turn, this attack can’t be used.""}]",3
317,Eevee,SSP,143,Basic Pokemon,,,,50,{C},{F},,1,50,1,"[{""card_id"": ""317"", ""move_name"": ""[Ability] Boosted Evolution"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is in the Active Spot, it can evolve during your first turn or the turn you play it.""}, {""card_id"": ""317"", ""move_name"": ""Reckless Charge"", ""cost"": ""●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This Pokemon also does 10 damage to itself.""}]",2
318,Ho-Oh,SSP,19,Basic Pokemon,,,,130,{R},{L},{F},2,130,2,"[{""card_id"": ""318"", ""move_name"": ""Flap"", ""cost"": ""{R}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}, {""card_id"": ""318"", ""move_name"": ""Shining Blaze"", ""cost"": ""{R}{R}●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""If you have any Tera Pokemon on your Bench, this attack does 100 more damage.""}]",2
319,Charcadet,SSP,32,Basic Pokemon,,,,70,{R},{W},,1,70,1,"[{""card_id"": ""319"", ""move_name"": ""Will-O-Wisp"", ""cost"": ""{R}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
320,Ceruledge ex,SSP,36,Stage 1 Pokemon,Pokemon ex,Tera(Stellar),Charcadet,270,{R},{W},,2,270,2,"[{""card_id"": ""320"", ""move_name"": ""[Tera]"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent’s).""}, {""card_id"": ""320"", ""move_name"": ""Abyssal Flames"", ""cost"": ""{R}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This attack does 20 more damage for each Energy card in your discard pile.""}, {""card_id"": ""320"", ""move_name"": ""Raging Amethyst"", ""cost"": ""{R}{P}{M}"", ""damage"": ""280"", ""damage_int"": 280, ""effect"": ""Discard all Energy from this Pokemon.""}]",3
321,Petilil,JTG,6,Basic Pokemon,,,,50,{G},{R},,1,50,1,"[{""card_id"": ""321"", ""move_name"": ""Leaf Step"", ""cost"": ""{G}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",1
322,Lilligant,JTG,7,Stage 1 Pokemon,,,Petilil,110,{G},{R},,2,110,2,"[{""card_id"": ""322"", ""move_name"": ""[Ability] Sunny Day"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by your {G} Pokemon and {R} Pokemon do 20 more damage to your opponent’s Active Pokemon (before applying Weakness and Resistance).""}, {""card_id"": ""322"", ""move_name"": ""Spinning Attack"", ""cost"": ""{G}●●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",2
323,Nymble,JTG,19,Basic Pokemon,,,,50,{G},{R},,1,50,1,"[{""card_id"": ""323"", ""move_name"": ""Rear Kick"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
324,Torchic,JTG,22,Basic Pokemon,,,,60,{R},{W},,1,60,1,"[{""card_id"": ""324"", ""move_name"": ""Scratch"", ""cost"": ""{R}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",1
325,Combusken,JTG,23,Stage 1 Pokemon,,,Torchic,90,{R},{W},,2,90,2,"[{""card_id"": ""325"", ""move_name"": ""Slash"", ""cost"": ""{R}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",1
326,Blaziken ex,JTG,24,Stage 2 Pokemon,Pokemon ex,,Combusken,320,{R},{W},,2,320,2,"[{""card_id"": ""326"", ""move_name"": ""[Ability] Seething Spirit"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may attach a Basic Energy card from your discard pile to 1 of your Pokemon.""}, {""card_id"": ""326"", ""move_name"": ""Smolder-sault"", ""cost"": ""{R}●"", ""damage"": ""200"", ""damage_int"": 200, ""effect"": ""During your next turn, this Pokemon can’t use attacks.""}]",2
327,Slowpoke,PRE,18,Basic Pokemon,,,,70,{W},{L},,2,70,2,"[{""card_id"": ""327"", ""move_name"": ""Water Gun"", ""cost"": ""{W}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""327"", ""move_name"": ""Tail Whap"", ""cost"": ""{W}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
328,Pikachu ex,PRE,28,Basic Pokemon,Pokemon ex,,,190,{L},{F},,1,190,1,"[{""card_id"": ""328"", ""move_name"": ""Tail Whap"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""328"", ""move_name"": ""Thunder"", ""cost"": ""{L}{L}●"", ""damage"": ""220"", ""damage_int"": 220, ""effect"": ""This Pokemon also does 30 damage to itself.""}]",2
329,Tapu Koko ex,JTG,51,Basic Pokemon,Pokemon ex,,,200,{L},{F},,,200,,"[{""card_id"": ""329"", ""move_name"": ""Linked Lightning"", ""cost"": ""{L}●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""This attack does 20 more damage for each of your Benched Pokemon.""}]",1
330,Sylveon,PRE,40,Stage 1 Pokemon,,,Eevee,120,{P},{M},,1,120,1,"[{""card_id"": ""330"", ""move_name"": ""[Ability] Safeguard"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Prevent all damage done to this Pokemon by attacks from your opponent’s Pokemon {ex}.""}, {""card_id"": ""330"", ""move_name"": ""Magical Shot"", ""cost"": ""{P}●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": """"}]",2
331,XerneasEX,PROMO,179,Basic Pokemon,Pokemon ex,,,210,{P},{M},,1,210,1,"[{""card_id"": ""331"", ""move_name"": ""Aurora Beam"", ""cost"": ""{P}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}, {""card_id"": ""331"", ""move_name"": ""Rising Horns"", ""cost"": ""{P}{P}●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""If your opponent’s Active Pokemon is a Pokemon {ex}, this attack does 100 more damage.""}]",2
332,Dhelmise,JTG,70,Basic Pokemon,,,,130,{P},{D},{F},3,130,3,"[{""card_id"": ""332"", ""move_name"": ""Bind Down"", ""cost"": ""{P}●●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""During your opponent’s next turn, the Defending Pokemon can’t retreat.""}, {""card_id"": ""332"", ""move_name"": ""Anchor Smash"", ""cost"": ""{P}{P}●●"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": """"}]",2
333,Riolu,PRE,50,Basic Pokemon,,,,70,{F},{P},,1,70,1,"[{""card_id"": ""333"", ""move_name"": ""Quick Attack"", ""cost"": ""{F}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}]",1
334,Sneasel,PRE,61,Basic Pokemon,,,,60,{D},{G},,,60,,"[{""card_id"": ""334"", ""move_name"": ""Claw Slash"", ""cost"": ""{D}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
335,Bronzor,PRE,66,Basic Pokemon,,,,70,{M},{R},{G},1,70,1,"[{""card_id"": ""335"", ""move_name"": ""Hammer In"", ""cost"": ""{M}●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
336,Zacian ex,SVP,198,Basic Pokemon,Pokemon ex,,,220,{M},{R},{G},2,220,2,"[{""card_id"": ""336"", ""move_name"": ""Steel Armament"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""Search your deck for a Basic {M} Energy card and attach it to this Pokemon. Then, shuffle your deck.""}, {""card_id"": ""336"", ""move_name"": ""Slashing Strike"", ""cost"": ""{M}{M}●"", ""damage"": ""210"", ""damage_int"": 210, ""effect"": ""During your next turn, this Pokemon can’t use Slashing Strike.""}]",2
337,LugiaEX,PRE,82,Basic Pokemon,Pokemon ex,,,220,{C},{L},{F},2,220,2,"[{""card_id"": ""337"", ""move_name"": ""Hyper Whirlpool"", ""cost"": ""●●●"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": ""Flip a coin until you get tails. For each heads, discard an Energy from your opponent’s Active Pokemon.""}]",1
338,Ethan's Pinsir,DRI,1,Basic Pokemon,,Trainer's Pokemon（Ethan）,,120,{G},{R},,2,120,2,"[{""card_id"": ""338"", ""move_name"": ""Vise Grip"", ""cost"": ""{G}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}, {""card_id"": ""338"", ""move_name"": ""Rallying Horn"", ""cost"": ""●●●"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": ""If any of your Ethan’s Pokemon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 100 more damage.""}]",2
339,Yanma,DRI,2,Basic Pokemon,,,,70,{G},{L},{F},1,70,1,"[{""card_id"": ""339"", ""move_name"": ""Whirlwind"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)""}, {""card_id"": ""339"", ""move_name"": ""Razor Wing"", ""cost"": ""{G}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
340,Yanmega ex,DRI,3,Stage 1 Pokemon,Pokemon ex,,Yanma,280,{G},{L},{F},1,280,1,"[{""card_id"": ""340"", ""move_name"": ""[Ability] Buzzing Boost"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, when this Pokemon moves from your Bench to the Active Spot, you may search your deck for up to 3 Basic {G} Energy cards and attach them to this Pokemon. Then, shuffle your deck.""}, {""card_id"": ""340"", ""move_name"": ""Jet Cyclone"", ""cost"": ""{G}{G}{G}●"", ""damage"": ""210"", ""damage_int"": 210, ""effect"": ""Move 3 Energy from this Pokemon to 1 of your Benched Pokemon.""}]",2
341,Cynthia's Roselia,DRI,7,Basic Pokemon,,Trainer's Pokemon（Cynthia）,,70,{G},{R},,1,70,1,"[{""card_id"": ""341"", ""move_name"": ""Spike Sting"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
342,Cynthia's Roserade,DRI,8,Stage 1 Pokemon,,Trainer's Pokemon（Cynthia）,Cynthia's Roselia,130,{G},{R},,1,130,1,"[{""card_id"": ""342"", ""move_name"": ""[Ability] Cheer On to Glory"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by your Cynthia’s Pokemon do 30 more damage to your opponent’s Active Pokemon (before applying Weakness and Resistance).""}, {""card_id"": ""342"", ""move_name"": ""Leaf Step"", ""cost"": ""{G}●●"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": """"}]",2
343,Shaymin,DRI,10,Basic Pokemon,,,,80,{G},{R},,1,80,1,"[{""card_id"": ""343"", ""move_name"": ""[Ability] Flower Curtain"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Prevent all damage done to your Benched Pokemon that don’t have a Rule Box by attacks from your opponent’s Pokemon. (Pokemon {ex}, Pokemon {V}, etc. have Rule Boxes.)""}, {""card_id"": ""343"", ""move_name"": ""Smash Kick"", ""cost"": ""●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
344,Dwebble,DRI,11,Basic Pokemon,,,,70,{G},{R},,2,70,2,"[{""card_id"": ""344"", ""move_name"": ""Ascension"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.""}]",1
345,Crustle,DRI,12,Stage 1 Pokemon,,,Dwebble,150,{G},{R},,3,150,3,"[{""card_id"": ""345"", ""move_name"": ""[Ability] Mysterious Rock Inn"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Prevent all damage done to this Pokemon by attacks from your opponent’s Pokemon {ex}.""}, {""card_id"": ""345"", ""move_name"": ""Superb Scissors"", ""cost"": ""{G}●●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""This attack’s damage isn’t affected by any effects on your opponent’s Active Pokemon.""}]",2
346,Applin,DRI,16,Basic Pokemon,,,,40,{G},{R},,1,40,1,"[{""card_id"": ""346"", ""move_name"": ""Mini Drain"", ""cost"": ""{G}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Heal 10 damage from this Pokemon.""}]",1
347,Dipplin,DRI,17,Stage 1 Pokemon,,,Applin,90,{G},{R},,3,90,3,"[{""card_id"": ""347"", ""move_name"": ""Energy Loop"", ""cost"": ""{G}"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""Put an Energy attached to this Pokemon into your hand.""}]",1
348,Hydrapple,DRI,18,Stage 2 Pokemon,,,Dipplin,170,{G},{R},,3,170,3,"[{""card_id"": ""348"", ""move_name"": ""Hydra Breath"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Discard 6 Basic {G} Energy cards from your hand, and Knock Out your opponent’s Active Pokemon. If you can’t discard 6 cards in this way, this attack does nothing.""}, {""card_id"": ""348"", ""move_name"": ""Whip Smash"", ""cost"": ""{G}●●"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": """"}]",2
349,Teal Mask Ogerpon,DRI,26,Basic Pokemon,,,,110,{G},{R},,1,110,1,"[{""card_id"": ""349"", ""move_name"": ""Grass Kagura"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic {G} Energy card and attach it to 1 of your Pokemon. Then, shuffle your deck.""}, {""card_id"": ""349"", ""move_name"": ""Ogre’s Hammer"", ""cost"": ""{G}{G}●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""During your next turn, this Pokemon can’t use Ogre’s Hammer.""}]",2
350,Ponyta,DRI,29,Basic Pokemon,,,,70,{R},{W},,1,70,1,"[{""card_id"": ""350"", ""move_name"": ""Double Headbutt"", ""cost"": ""●"", ""damage"": ""10×"", ""damage_int"": 10, ""effect"": ""Flip 2 coins. This attack does 10 damage for each heads.""}]",1
351,Rapidash,DRI,30,Stage 1 Pokemon,,,Ponyta,110,{R},{W},,1,110,1,"[{""card_id"": ""351"", ""move_name"": ""[Ability] Hurried Gait"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may draw a card.""}, {""card_id"": ""351"", ""move_name"": ""Fire Mane"", ""cost"": ""{R}●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",2
352,Ethan's Cyndaquil,DRI,32,Basic Pokemon,,Trainer's Pokemon（Ethan）,,70,{R},{W},,1,70,1,"[{""card_id"": ""352"", ""move_name"": ""Ember"", ""cost"": ""{R}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Discard an Energy from this Pokemon.""}]",1
353,Ethan's Quilava,DRI,33,Stage 1 Pokemon,,Trainer's Pokemon（Ethan）,Ethan's Cyndaquil,100,{R},{W},,1,100,1,"[{""card_id"": ""353"", ""move_name"": ""[Ability] Bonded by the Journey"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may search your deck for an Ethan’s Adventure card, reveal it, and put it into your hand. Then, shuffle your deck.""}, {""card_id"": ""353"", ""move_name"": ""Combustion"", ""cost"": ""{R}"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": """"}]",2
354,Ethan's Typhlosion,DRI,34,Stage 2 Pokemon,,Trainer's Pokemon（Ethan）,Ethan's Quilava,170,{R},{W},,2,170,2,"[{""card_id"": ""354"", ""move_name"": ""Buddy Blast"", ""cost"": ""{R}"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": ""This attack does 60 more damage for each Ethan’s Adventure card in your discard pile.""}, {""card_id"": ""354"", ""move_name"": ""Steam Artillery"", ""cost"": ""{R}{R}●"", ""damage"": ""160"", ""damage_int"": 160, ""effect"": """"}]",2
355,Ethan's Slugma,DRI,35,Basic Pokemon,,Trainer's Pokemon（Ethan）,,80,{R},{W},,2,80,2,"[{""card_id"": ""355"", ""move_name"": ""Steady Firebreathing"", ""cost"": ""{R}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
356,Ethan's Magcargo,DRI,36,Stage 1 Pokemon,,Trainer's Pokemon（Ethan）,Ethan's Slugma,130,{R},{W},,3,130,3,"[{""card_id"": ""356"", ""move_name"": ""[Ability] Melt Away"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If this Pokemon has no Energy attached, it has no Retreat Cost.""}, {""card_id"": ""356"", ""move_name"": ""Lava Burst"", ""cost"": ""{R}{R}{R}"", ""damage"": ""70×"", ""damage_int"": 70, ""effect"": ""Discard up to 5 {R} Energy from this Pokemon. This attack does 70 damage for each card you discarded in this way.""}]",2
357,Ethan's Ho-Oh ex,DRI,39,Basic Pokemon,Pokemon ex,Trainer's Pokemon（Ethan）,,230,{R},{W},,2,230,2,"[{""card_id"": ""357"", ""move_name"": ""[Ability] Golden Flame"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may attach up to 2 Basic {R} Energy cards from your hand to 1 of your Benched Ethan’s Pokemon.""}, {""card_id"": ""357"", ""move_name"": ""Shining Feathers"", ""cost"": ""{R}{R}{R}{R}"", ""damage"": ""160"", ""damage_int"": 160, ""effect"": ""Heal 50 damage from each of your Pokemon.""}]",2
358,Hearthflame Mask Ogerpon,DRI,44,Basic Pokemon,,,,110,{R},{W},,1,110,1,"[{""card_id"": ""358"", ""move_name"": ""Fire Kagura"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic {R} Energy card and attach it to 1 of your Pokemon. Then, shuffle your deck.""}, {""card_id"": ""358"", ""move_name"": ""Searing Flame"", ""cost"": ""{R}{R}●"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": ""Your opponent’s Active Pokemon is now Burned.""}]",2
359,Misty's Psyduck,DRI,45,Basic Pokemon,,Trainer's Pokemon（Misty）,,70,{W},{L},,1,70,1,"[{""card_id"": ""359"", ""move_name"": ""[Ability] Flustered Leap"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, if this Pokemon is on your Bench, you may discard the bottom card of your deck. If you do, discard all cards from this Pokemon and put this Pokemon on top of your deck.""}, {""card_id"": ""359"", ""move_name"": ""Sprinkle Water"", ""cost"": ""{W}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
360,Misty's Staryu,DRI,46,Basic Pokemon,,Trainer's Pokemon（Misty）,,70,{W},{L},,1,70,1,"[{""card_id"": ""360"", ""move_name"": ""Bubble Beam"", ""cost"": ""{W}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.""}]",1
361,Misty's Starmie,DRI,47,Stage 1 Pokemon,,Trainer's Pokemon（Misty）,Misty's Staryu,100,{W},{L},,1,100,1,"[{""card_id"": ""361"", ""move_name"": ""Abrupt Flash"", ""cost"": ""{W}"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""If this Pokemon evolved from Misty’s Staryu during this turn, this attack does 80 more damage.""}]",1
362,Misty's Magikarp,DRI,48,Basic Pokemon,,Trainer's Pokemon（Misty）,,30,{W},{L},,1,30,1,"[{""card_id"": ""362"", ""move_name"": ""[Ability] So Submerged"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is on your Bench, prevent all damage from and effects of attacks from your opponent’s Pokemon done to this Pokemon.""}, {""card_id"": ""362"", ""move_name"": ""Splash"", ""cost"": ""{W}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",2
363,Misty's Gyarados,DRI,49,Stage 1 Pokemon,,Trainer's Pokemon（Misty）,Misty's Magikarp,180,{W},{L},,4,180,4,"[{""card_id"": ""363"", ""move_name"": ""Splashing Panic"", ""cost"": ""{W}"", ""damage"": ""70×"", ""damage_int"": 70, ""effect"": ""Discard the top 7 cards of your deck, and this attack does 70 damage for each Misty’s Pokemon that you discarded in this way.""}, {""card_id"": ""363"", ""move_name"": ""Waterfall"", ""cost"": ""{W}{W}●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": """"}]",2
364,Misty's Lapras,DRI,50,Basic Pokemon,,Trainer's Pokemon（Misty）,,110,{W},{L},,1,110,1,"[{""card_id"": ""364"", ""move_name"": ""Swim Together"", ""cost"": ""{W}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 3 Misty’s Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.""}, {""card_id"": ""364"", ""move_name"": ""Surf"", ""cost"": ""{W}●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",2
365,Cynthia's Feebas,DRI,52,Basic Pokemon,,Trainer's Pokemon（Cynthia）,,30,{W},{L},,1,30,1,"[{""card_id"": ""365"", ""move_name"": ""Undulate"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokemon.""}]",1
366,Cynthia's Milotic,DRI,53,Stage 1 Pokemon,,Trainer's Pokemon（Cynthia）,Cynthia's Feebas,130,{W},{L},,2,130,2,"[{""card_id"": ""366"", ""move_name"": ""Aqua Split"", ""cost"": ""{W}●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""This attack also does 30 damage to 2 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}]",1
367,Buizel,DRI,57,Basic Pokemon,,,,70,{W},{L},,1,70,1,"[{""card_id"": ""367"", ""move_name"": ""Tail Whap"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""367"", ""move_name"": ""Wave Splash"", ""cost"": ""{W}●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
368,Floatzel,DRI,58,Stage 1 Pokemon,,,Buizel,120,{W},{L},,1,120,1,"[{""card_id"": ""368"", ""move_name"": ""Whirlpool"", ""cost"": ""●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Discard an Energy from your opponent’s Active Pokemon.""}, {""card_id"": ""368"", ""move_name"": ""Aqua Slash"", ""cost"": ""{W}●●"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": ""During your next turn, this Pokemon can’t attack.""}]",2
369,Dondozo ex,DRI,66,Basic Pokemon,Pokemon ex,,,260,{W},{L},,4,260,4,"[{""card_id"": ""369"", ""move_name"": ""Avenging Billow"", ""cost"": ""{W}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This attack does 10 more damage for each damage counter on this Pokemon.""}, {""card_id"": ""369"", ""move_name"": ""Dynamic Dive"", ""cost"": ""{W}{W}●●"", ""damage"": ""120"", ""damage_int"": 120, ""effect"": ""You may do 120 more damage. If you do, this Pokemon also does 50 damage to itself.""}]",2
370,Wellspring Mask Ogerpon,DRI,67,Basic Pokemon,,,,110,{W},{L},,1,110,1,"[{""card_id"": ""370"", ""move_name"": ""Water Kagura"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic {W} Energy card and attach it to 1 of your Pokemon. Then, shuffle your deck.""}, {""card_id"": ""370"", ""move_name"": ""Bubble Drain"", ""cost"": ""{W}{W}●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""Heal 30 damage from this Pokemon.""}]",2
371,Electabuzz,DRI,68,Basic Pokemon,,,,90,{L},{F},,2,90,2,"[{""card_id"": ""371"", ""move_name"": ""Electroslug"", ""cost"": ""{L}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",1
