Card ID,Card Name,Expansion,Collection No.,Stage/Type,Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,hp_int,retreat_int,moves_json,move_count
1165,Sparkling Crystal,SCR,142,Pokemon Tool,ACE SPEC,,,,,,,,,,"[{""card_id"": ""1165"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""When the Tera Pokemon this card is attached to uses an attack, that attack costs 1 Energy less. (The Energy can be of any type.)""}]",1
1166,Gravity Gemstone,SCR,137,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1166"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as the Pokemon this card is attached to is in the Active Spot, the Retreat Cost of both Active Pokemon is {C} more.""}]",1
1167,Deluxe Bomb,SCR,134,Pokemon Tool,ACE SPEC,,,,,,,,,,"[{""card_id"": ""1167"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokemon (even if this Pokemon is Knocked Out), put 12 damage counters on the Attacking Pokemon. If you placed any damage counters in this way, discard this card.""}]",1
1168,Counter Gain,SSP,169,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1168"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If you have more Prize cards remaining than your opponent, attacks used by the Pokemon this card is attached to cost {C} less.""}]",1
1169,Amulet of Hope,SSP,162,Pokemon Tool,ACE SPEC,,,,,,,,,,"[{""card_id"": ""1169"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to is Knocked Out by damage from an attack from your opponent’s Pokemon, search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.""}]",1
1170,Haban Berry,PRE,111,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1170"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to is damaged by an attack from your opponent’s {N} Pokemon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card.""}]",1
1171,Hop’s Choice Band,JTG,148,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1171"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by the Hop’s Pokemon this card is attached to cost {C} less and do 30 more damage to your opponent’s Active Pokemon (before applying Weakness and Resistance).""}]",1
1172,Lillie’s Pearl,JTG,151,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1172"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Lillie’s Pokemon this card is attached to is Knocked Out by damage from an attack from your opponent’s Pokemon, that player takes 1 fewer Prize card.""}]",1
1173,Cynthia's Power Weight,DRI,162,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1173"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""The Cynthia’s Pokemon this card is attached to gets +70 HP.""}]",1
1174,Air Balloon,BLK,79,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1174"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""The Retreat Cost of the Pokemon this card is attached to is {C}{C} less.""}]",1
1175,Brave Bangle,WHT,80,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1175"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to doesn’t have a Rule Box, the attacks it uses do 30 more damage to your opponent’s Active Pokemon {ex} (before applying Weakness and Resistance). (Pokemon {ex}, Pokemon {V}, etc. have Rule Boxes.)""}]",1
1176,Punk Helmet,PFL,92,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1176"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the {D} Pokemon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokemon (even if this Pokemon is Knocked Out), place 4 damage counters on the Attacking Pokemon.""}]",1
1177,Sacred Charm,PFL,93,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1177"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""The Pokemon this card is attached to takes 30 less damage from attacks from your opponent’s Pokemon that have an Ability (after applying Weakness and Resistance).""}]",1
1178,Light Ball,ASC,191,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1178"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by the Pikachu {ex} this card is attached to do 50 more damage to your opponent’s Active Pokemon {ex} (before applying Weakness and Resistance).""}]",1
1179,Thick Scale,ASC,211,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1179"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""The {N} Pokemon this card is attached to takes 50 less damage from attacks from your opponent’s {G}, {R}, {W}, or {L} Pokemon (after applying Weakness and Resistance).""}]",1
1180,Core Memory,POR,70,Pokemon Tool,,Technical Machine,,,,,,,,,"[{""card_id"": ""1180"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""The Mega Zygarde {ex} this card is attached to can use the attack on this card. (You still need the necessary Energy to use this attack.)""}, {""card_id"": ""1180"", ""move_name"": ""Geobuster"", ""cost"": ""{F}{F}{F}{F}"", ""damage"": ""350"", ""damage_int"": 350, ""effect"": ""Discard all Energy from this Pokemon.""}]",2
1181,Billy & O'Nare,JTG,142,Supporter,,,,,,,,,,,"[{""card_id"": ""1181"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw 2 cards. Then, if you have 10 or more cards in your hand, draw 2 more cards.""}]",1
1182,Boss’s Orders,PAL,172,Supporter,,,,,,,,,,,"[{""card_id"": ""1182"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Switch in 1 of your opponent’s Benched Pokemon to the Active Spot.""}]",1
1183,Perrin,TWM,160,Supporter,,,,,,,,,,,"[{""card_id"": ""1183"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Reveal up to 2 Pokemon in your hand and put them into your deck. If you do, search your deck for up to that many Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1184,Lana’s Aid,TWM,155,Supporter,,,,,,,,,,,"[{""card_id"": ""1184"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Put up to 3 in any combination of Pokemon that don’t have a Rule Box and Basic Energy cards from your discard pile into your hand. (Pokemon {ex}, Pokemon {V}, etc. have Rule Boxes.)""}]",1
1185,Explorer’s Guidance,TEF,147,Supporter,,Ancient,,,,,,,,,"[{""card_id"": ""1185"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Look at the top 6 cards of your deck and put 2 of them into your hand. Discard the other cards.""}]",1
1186,Eri,TEF,146,Supporter,,,,,,,,,,,"[{""card_id"": ""1186"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Your opponent reveals their hand, and you discard up to 2 Item cards you find there.""}]",1
1187,Morty’s Conviction,TEF,155,Supporter,,,,,,,,,,,"[{""card_id"": ""1187"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if you discard another card from your hand.\n\nDraw a card for each of your opponent’s Benched Pokemon.""}]",1
1188,Ciphermaniac’s Codebreaking,TEF,145,Supporter,,Future,,,,,,,,,"[{""card_id"": ""1188"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for 2 cards, shuffle your deck, then put those cards on top of it in any order.""}]",1
1189,Salvatore,TEF,160,Supporter,,,,,,,,,,,"[{""card_id"": ""1189"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a card that has no Abilities and evolves from 1 of your Pokemon, and put it onto that Pokemon to evolve it. Then, shuffle your deck. You can use this card on a Pokemon you put down when you were setting up to play or on a Pokemon that was put into play this turn.""}]",1
1190,Bianca’s Devotion,TEF,142,Supporter,,,,,,,,,,,"[{""card_id"": ""1190"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal all damage from 1 of your Pokemon that has 30 HP or less remaining.""}]",1
1191,Kieran,TWM,154,Supporter,,,,,,,,,,,"[{""card_id"": ""1191"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Choose 1:\n\n• Switch your Active Pokemon with 1 of your Benched Pokemon.\n• During this turn, attacks used by your Pokemon do 30 more damage to your opponent’s Active Pokemon {ex} and Active Pokemon {V} (before applying Weakness and Resistance).""}]",1
1192,Carmine,TWM,145,Supporter,,,,,,,,,,,"[{""card_id"": ""1192"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If you go first, you may use this card during your first turn.\n\nDiscard your hand and draw 5 cards.""}]",1
1193,Hassel,TWM,151,Supporter,,,,,,,,,,,"[{""card_id"": ""1193"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if any of your Pokemon were Knocked Out during your opponent’s last turn.\n\nLook at the top 8 cards of your deck and put up to 3 of them into your hand. Shuffle the other cards back into your deck.""}]",1
1194,Colress’s Tenacity,SFA,57,Supporter,,,,,,,,,,,"[{""card_id"": ""1194"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Stadium card and an Energy card, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1195,Janine’s Secret Art,SFA,59,Supporter,,,,,,,,,,,"[{""card_id"": ""1195"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Choose up to 2 of your {D} Pokemon. For each of those Pokemon, search your deck for a Basic {D} Energy card and attach it to that Pokemon. Then, shuffle your deck. If you attached Energy to your Active Pokemon in this way, it is now Poisoned.""}]",1
1196,Cassiopeia,SFA,56,Supporter,,,,,,,,,,,"[{""card_id"": ""1196"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only when it is the last card in your hand.\n\nSearch your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.""}]",1
1197,Xerosic’s Machinations,SFA,64,Supporter,,,,,,,,,,,"[{""card_id"": ""1197"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Your opponent discards cards from their hand until they have 3 cards in their hand.""}]",1
1198,Crispin,SCR,133,Supporter,,,,,,,,,,,"[{""card_id"": ""1198"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 2 Basic Energy cards of different types, reveal them, and put 1 of them into your hand. Attach the other to 1 of your Pokemon. Then, shuffle your deck.""}]",1
1199,Lacey,SCR,139,Supporter,,,,,,,,,,,"[{""card_id"": ""1199"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Shuffle your hand into your deck. Then, draw 4 cards. If your opponent has 3 or fewer Prize cards remaining, draw 8 cards instead.""}]",1
1200,Kofu,SCR,138,Supporter,,,,,,,,,,,"[{""card_id"": ""1200"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Put 2 cards from your hand on the bottom of your deck in any order. If you put 2 cards on the bottom of your deck in this way, draw 4 cards. (If you can’t put 2 cards from your hand on the bottom of your deck, you can’t use this card.)""}]",1
1201,Briar,SCR,132,Supporter,,,,,,,,,,,"[{""card_id"": ""1201"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if your opponent has exactly 2 Prize cards remaining.\n\nDuring this turn, if your opponent’s Active Pokemon is Knocked Out by damage from an attack used by your Tera Pokemon, take 1 more Prize card.""}]",1
1202,Drayton,SSP,174,Supporter,,,,,,,,,,,"[{""card_id"": ""1202"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Look at the top 7 cards of your deck. You may reveal a Pokemon and a Trainer card you find there and put them into your hand. Shuffle the other cards back into your deck.""}]",1
1203,Surfer,SSP,187,Supporter,,,,,,,,,,,"[{""card_id"": ""1203"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Switch your Active Pokemon with 1 of your Benched Pokemon. If you do, draw cards until you have 5 cards in your hand.""}]",1
1204,Lisia’s Appeal,SSP,179,Supporter,,,,,,,,,,,"[{""card_id"": ""1204"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Switch in 1 of your opponent’s Benched Basic Pokemon to the Active Spot. If you do, the new Active Pokemon is now Confused.""}]",1
1205,Cyrano,SSP,170,Supporter,,,,,,,,,,,"[{""card_id"": ""1205"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 3 Pokemon {ex}, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1206,Larry’s Skill,PRE,115,Supporter,,,,,,,,,,,"[{""card_id"": ""1206"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Discard your hand and search your deck for a Pokemon, a Supporter card, and a Basic Energy card, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1207,Amarys,PRE,93,Supporter,,,,,,,,,,,"[{""card_id"": ""1207"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw 4 cards. At the end of this turn, if you have 5 or more cards in your hand, discard your hand.""}]",1
1208,Iris’s Fighting Spirit,JTG,149,Supporter,,,,,,,,,,,"[{""card_id"": ""1208"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if you discard another card from your hand.\n\nDraw cards until you have 6 cards in your hand.""}]",1
1209,Ruffian,JTG,157,Supporter,,,,,,,,,,,"[{""card_id"": ""1209"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Discard a Pokemon Tool and a Special Energy from 1 of your opponent’s Pokemon.""}]",1
1210,Brock’s Scouting,JTG,146,Supporter,,,,,,,,,,,"[{""card_id"": ""1210"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 2 Basic Pokemon or 1 Evolution Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1211,Black Belt’s Training,PRE,96,Supporter,,,,,,,,,,,"[{""card_id"": ""1211"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""During this turn, attacks used by your Pokemon do 40 more damage to your opponent’s Active Pokemon {ex} (before applying Weakness and Resistance).""}]",1
1212,Cook,TWM,147,Supporter,,,,,,,,,,,"[{""card_id"": ""1212"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal 70 damage from your Active Pokemon.""}]",1
1213,Judge,SVI,176,Supporter,,,,,,,,,,,"[{""card_id"": ""1213"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each player shuffles their hand into their deck and draws 4 cards.""}]",1
1214,Emcee's Hype,DRI,163,Supporter,,,,,,,,,,,"[{""card_id"": ""1214"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw 2 cards. If your opponent has 3 or fewer Prize cards remaining, draw 2 more cards.""}]",1
1215,Ethan's Adventure,DRI,165,Supporter,,,,,,,,,,,"[{""card_id"": ""1215"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 3 in any combination of Ethan’s Pokemon and Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1216,Team Rocket's Ariana,DRI,171,Supporter,,,,,,,,,,,"[{""card_id"": ""1216"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw cards until you have 5 cards in your hand. If all of your Pokemon in play are Team Rocket’s Pokemon, draw cards until you have 8 cards in your hand instead.""}]",1
1217,Team Rocket's Archer,DRI,170,Supporter,,,,,,,,,,,"[{""card_id"": ""1217"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if any of your Team Rocket’s Pokemon were Knocked Out during your opponent’s last turn.\n\nEach player shuffles their hand into their deck. Then, you draw 5 cards, and your opponent draws 3 cards.""}]",1
1218,Team Rocket's Giovanni,DRI,174,Supporter,,,,,,,,,,,"[{""card_id"": ""1218"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Switch your Active Team Rocket’s Pokemon with 1 of your Benched Team Rocket’s Pokemon. If you do, switch in 1 of your opponent’s Benched Pokemon to the Active Spot.""}]",1
1219,Team Rocket's Petrel,DRI,176,Supporter,,,,,,,,,,,"[{""card_id"": ""1219"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck.""}]",1
1220,Team Rocket's Proton,DRI,177,Supporter,,,,,,,,,,,"[{""card_id"": ""1220"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If you go first, you may use this card during your first turn.\n\nSearch your deck for up to 3 Basic Team Rocket’s Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1221,N's Plan,BLK,83,Supporter,,,,,,,,,,,"[{""card_id"": ""1221"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Move up to 2 Energy from your Benched Pokemon to your Active Pokemon.""}]",1
1222,Fennel,BLK,82,Supporter,,,,,,,,,,,"[{""card_id"": ""1222"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal 40 damage from each of your Pokemon.""}]",1
1223,Harlequin,WHT,83,Supporter,,,,,,,,,,,"[{""card_id"": ""1223"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each player shuffles their hand into their deck. Then, flip a coin. If heads, you draw 5 cards, and your opponent draws 3 cards. If tails, you draw 3 cards, and your opponent draws 5 cards.""}]",1
1224,Cheren,WHT,81,Supporter,,,,,,,,,,,"[{""card_id"": ""1224"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw 3 cards.""}]",1
1225,Hilda,WHT,84,Supporter,,,,,,,,,,,"[{""card_id"": ""1225"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for an Evolution Pokemon and an Energy card, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1226,Lt. Surge's Bargain,MEG,120,Supporter,,,,,,,,,,,"[{""card_id"": ""1226"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Ask your opponent if each player may take a Prize card. If yes, each player takes a Prize card. If no, you draw 4 cards.""}]",1
1227,Lillie's Determination,MEG,119,Supporter,,,,,,,,,,,"[{""card_id"": ""1227"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Shuffle your hand into your deck. Then, draw 6 cards. If you have exactly 6 Prize cards remaining, draw 8 cards instead.""}]",1
1228,Acerola's Mischief,MEG,113,Supporter,,,,,,,,,,,"[{""card_id"": ""1228"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if your opponent has 2 or fewer Prize cards remaining.\n\nChoose 1 of your Pokemon in play. During your opponent’s next turn, prevent all damage from and effects of attacks done to that Pokemon by your opponent’s Pokemon {ex}.""}]",1
1229,Wally's Compassion,MEG,132,Supporter,,,,,,,,,,,"[{""card_id"": ""1229"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal all damage from 1 of your Mega Evolution Pokemon {ex}. If you healed any damage in this way, put all Energy attached to that Pokemon into your hand.""}]",1
1230,Grimsley's Move,PFL,90,Supporter,,,,,,,,,,,"[{""card_id"": ""1230"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Look at the top 7 cards of your deck and put a {D} Pokemon you find there onto your Bench. Shuffle the other cards and put them on the bottom of your deck. You can’t use this card during your first turn.""}]",1
1231,Dawn,PFL,87,Supporter,,,,,,,,,,,"[{""card_id"": ""1231"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic Pokemon, a Stage 1 Pokemon, and a Stage 2 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1232,Firebreather,PFL,89,Supporter,,,,,,,,,,,"[{""card_id"": ""1232"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 7 Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1233,Canari,ASC,185,Supporter,,,,,,,,,,,"[{""card_id"": ""1233"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if you discard another card from your hand.\n\nSearch your deck for up to 4 {L} Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.""}]",1
1234,Anthea & Concordia,ASC,182,Supporter,,,,,,,,,,,"[{""card_id"": ""1234"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if you have N’s Darmanitan, N’s Zoroark {ex}, N’s Vanilluxe, N’s Klinklang, N’s Reshiram, and N’s Zekrom in play.\n\nDuring this turn, if your opponent’s Active Pokemon is Knocked Out by damage from an attack used by your N’s Pokemon, take 3 more Prize cards.""}]",1
1235,Waitress,ASC,215,Supporter,,,,,,,,,,,"[{""card_id"": ""1235"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Look at the top 6 cards of your deck and attach a Basic Energy card you find there to 1 of your Pokemon. Shuffle the other cards back into your deck.""}]",1
1236,Urbain,ASC,214,Supporter,,,,,,,,,,,"[{""card_id"": ""1236"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw 3 cards.""}]",1
1237,Lucian,TWM,157,Supporter,,,,,,,,,,,"[{""card_id"": ""1237"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, each player flips a coin. If heads, that player draws 6 cards. If tails, they draw 3 cards.""}]",1
1238,Tarragon,POR,85,Supporter,,,,,,,,,,,"[{""card_id"": ""1238"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Put up to 4 in any combination of {F} Pokemon and Basic {F} Energy cards from your discard pile into your hand.""}]",1
1239,Naveen,POR,79,Supporter,,,,,,,,,,,"[{""card_id"": ""1239"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw cards until you have 5 cards in your hand. Before drawing cards, you may discard any number of cards from your hand. (If you can’t draw any cards in this way, you can’t use this card.)""}]",1
1240,Rosa's Encouragement,POR,84,Supporter,,,,,,,,,,,"[{""card_id"": ""1240"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if you have more Prize cards remaining than your opponent.\n\nAttach up to 2 Basic Energy cards from your discard pile to 1 of your Stage 2 Pokemon.""}]",1
1241,Jacinthe,POR,75,Supporter,,,,,,,,,,,"[{""card_id"": ""1241"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal 150 damage from 1 of your {P} Pokemon.""}]",1
1242,Community Center,TWM,146,Stadium,,,,,,,,,,,"[{""card_id"": ""1242"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, if they played a Supporter card from their hand this turn, they may heal 10 damage from each of their Pokemon.""}]",1
1243,Perilous Jungle,TEF,156,Stadium,,,,,,,,,,,"[{""card_id"": ""1243"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""During Pokemon Checkup, put 2 more damage counters on each Poisoned non-{D} Pokemon (both yours and your opponent’s).""}]",1
1244,Full Metal Lab,TEF,148,Stadium,,,,,,,,,,,"[{""card_id"": ""1244"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""{M} Pokemon (both yours and your opponent’s) take 30 less damage from attacks from the opponent’s Pokemon (after applying Weakness and Resistance).""}]",1
1245,Festival Grounds,TWM,149,Stadium,,,,,,,,,,,"[{""card_id"": ""1245"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each Pokemon that has any Energy attached (both yours and your opponent’s) recovers from all Special Conditions and can’t be affected by any Special Conditions.""}]",1
1246,Jamming Tower,TWM,153,Stadium,,,,,,,,,,,"[{""card_id"": ""1246"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Pokemon Tools attached to each Pokemon (both yours and your opponent’s) have no effect.""}]",1
1247,Neutralization Zone,SFA,60,Stadium,ACE SPEC,,,,,,,,,,"[{""card_id"": ""1247"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Prevent all damage done to Pokemon that don’t have a Rule Box (both yours and your opponent’s) by attacks from the opponent’s Pokemon {ex} and Pokemon {V}. (Pokemon {ex}, Pokemon {V}, etc. have Rule Boxes.)\n\nThis card can’t be put into your hand or deck from the discard pile.""}]",1
1248,Academy at Night,SFA,54,Stadium,,,,,,,,,,,"[{""card_id"": ""1248"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, that player may put a card from their hand on top of their deck.""}]",1
1249,Grand Tree,SCR,136,Stadium,ACE SPEC,,,,,,,,,,"[{""card_id"": ""1249"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, that player may search their deck for a Stage 1 Pokemon that evolves from 1 of their Basic Pokemon and put it onto that Pokemon to evolve it. If that Pokemon was evolved in this way, that player may search their deck for a Stage 2 Pokemon that evolves from that Pokemon and put it onto that Pokemon to evolve it. Then, that player shuffles their deck. (Players can’t evolve a Basic Pokemon during their first turn or a Basic Pokemon that was put into play this turn.)""}]",1
1250,Area Zero Underdepths,SCR,131,Stadium,,,,,,,,,,,"[{""card_id"": ""1250"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each player who has any Tera Pokemon in play can have up to 8 Pokemon on their Bench.\n\nIf a player no longer has any Tera Pokemon in play, that player discards Pokemon from their Bench until they have 5. When this card leaves play, both players discard Pokemon from their Bench until they have 5, and the player who played this card discards first.""}]",1
1251,Lively Stadium,SSP,180,Stadium,,,,,,,,,,,"[{""card_id"": ""1251"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each Basic Pokemon in play (both yours and your opponent’s) gets +30 HP.""}]",1
1252,Gravity Mountain,SSP,177,Stadium,,,,,,,,,,,"[{""card_id"": ""1252"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each Stage 2 Pokemon in play (both yours and your opponent’s) gets -30 HP.""}]",1
1253,N’s Castle,JTG,152,Stadium,,,,,,,,,,,"[{""card_id"": ""1253"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""N’s Pokemon in play (both yours and your opponent’s) have no Retreat Cost.""}]",1
